Symbol,Name,Country,Sector,Industry
LMAT,LeMaitre Vascular Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,United States,Consumer Discretionary,Engineering & Construction
LMFA,LM Funding America Inc. Common Stock,United States,Finance,Finance: Consumer Services
LMND,Lemonade Inc. Common Stock,United States,Finance,Property-Casualty Insurers
LMNR,Limoneira Co Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
LMT,Lockheed Martin Corporation Common Stock,United States,Industrials,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,United States,Finance,Life Insurance
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D,United States,,
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Brazil,Consumer Staples,Farming/Seeds/Milling
LNG,Cheniere Energy Inc. Common Stock,United States,Utilities,Oil/Gas Transmission
LNKB,LINKBANCORP Inc. Common Stock,United States,Finance,Major Banks
LNKS,Linkers Industries Limited Class A Ordinary Shares,Malaysia,Technology,Electrical Products
LNN,Lindsay Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
LNSR,LENSAR Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
LNT,Alliant Energy Corporation Common Stock,United States,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Light & Wonder Inc. Common Stock,United States,Technology,EDP Services
LNZA,LanzaTech Global Inc. Common Stock,United States,Industrials,Major Chemicals
LNZAW,LanzaTech Global Inc. Warrant,United States,Industrials,Major Chemicals
LOAN,Manhattan Bridge Capital Inc,United States,Real Estate,Real Estate Investment Trusts
LOAR,Loar Holdings Inc. Common Stock,United States,Industrials,Military/Government/Technical
LOB,Live Oak Bancshares Inc. Common Stock,United States,Finance,Major Banks
LOBO,LOBO EV TECHNOLOGIES LTD. Ordinary shares,China,Consumer Discretionary,Motor Vehicles
LOCL,Local Bounti Corporation Common Stock,,Consumer Staples,Farming/Seeds/Milling
LOCO,El Pollo Loco Holdings Inc. Common Stock,United States,Consumer Discretionary,Restaurants
LODE,Comstock Inc. Common Stock,United States,Industrials,Major Chemicals
LOGC,ContextLogic Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
LOGI,Logitech International S.A. Ordinary Shares,United States,Technology,Computer peripheral equipment
LOKV,Live Oak Acquisition Corp. V Class A Ordinary Shares,United States,,
LOKVU,Live Oak Acquisition Corp. V Units,United States,Finance,Blank Checks
LOKVW,Live Oak Acquisition Corp. V Warrants,United States,,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Argentina,Industrials,Building Materials
LOOP,Loop Industries Inc. Common Stock,Canada,Industrials,Major Chemicals
LOPE,Grand Canyon Education Inc. Common Stock,United States,Real Estate,Other Consumer Services
LOT,Lotus Technology Inc. American Depositary Shares,China,,
LOTWW,Lotus Technology Inc. Warrants,China,Consumer Discretionary,Auto Manufacturing
LOVE,The Lovesac Company Common Stock,United States,Consumer Discretionary,Other Specialty Stores
LOW,Lowe's Companies Inc. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
LPA,Logistic Properties of the Americas Ordinary Shares,,Finance,Real Estate
LPAA,Launch One Acquisition Corp. Class A Ordinary shares,United States,,
LPAAW,Launch One Acquisition Corp. Warrant,United States,Finance,Blank Checks
LPBB,Launch Two Acquisition Corp. Class A Ordinary Shares,United States,,
LPBBW,Launch Two Acquisition Corp. Warrant,United States,,
LPCN,Lipocine Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LPG,Dorian LPG Ltd. Common Stock,United States,Consumer Discretionary,Marine Transportation
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,South Korea,Technology,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Common Stock,United States,Finance,Finance: Consumer Services
LPSN,LivePerson Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
LPTH,LightPath Technologies Inc. Class A Common Stock,United States,Technology,Semiconductors
LPTX,Leap Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LPX,Louisiana-Pacific Corporation Common Stock,United States,Basic Materials,Forest Products
LQDA,Liquidia Corporation Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Liquidity Services Inc. Common Stock,United States,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation Common Stock,United States,Technology,Industrial Machinery/Components
LRE,Lead Real Estate Co. Ltd American Depositary Shares,Japan,Consumer Discretionary,Homebuilding
LRFC,Logan Ridge Finance Corporation Common Stock,United States,Finance,Finance: Consumer Services
LRHC,La Rosa Holdings Corp. Common Stock,United States,Finance,Real Estate
LRMR,Larimar Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Stride Inc. Common Stock,United States,Real Estate,Other Consumer Services
LSAK,Lesaka Technologies Inc. Common Stock,South Africa,Finance,Investment Bankers/Brokers/Service
LSB,LakeShore Biopharma Co. Ltd Ordinary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
LSBK,Lake Shore Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
LSBPW,LakeShore Biopharma Co. Ltd Warrants,China,Health Care,Biotechnology: Pharmaceutical Preparations
LSCC,Lattice Semiconductor Corporation Common Stock,United States,Technology,Semiconductors
LSE,Leishen Energy Holding Co. Ltd. Ordinary Shares,China,Industrials,Metal Fabrications
LSEA,Landsea Homes Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
LSEAW,Landsea Homes Corporation Warrant,United States,Consumer Discretionary,Homebuilding
LSF,Laird Superfood Inc. Common Stock,,Consumer Staples,Packaged Foods
LSH,Lakeside Holding Limited Common Stock,United States,,
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Canada,Technology,Computer Software: Prepackaged Software
LSTA,Lisata Therapeutics Inc. Common Stock,United States,Health Care,Misc Health and Biotechnology Services
LSTR,Landstar System Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
LTBR,Lightbridge Corporation Common Stock,United States,Consumer Discretionary,Professional Services
LTC,LTC Properties Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
LTM,LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock),Chile,Consumer Discretionary,Air Freight/Delivery Services
LTRN,Lantern Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,Lantronix Inc. Common Stock,United States,Telecommunications,Computer Communications Equipment
LTRY,Lottery.com Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
LTRYW,Lottery.com Inc. Warrants,United States,Technology,Computer Software: Prepackaged Software
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,China,Finance,Finance: Consumer Services
LUCD,Lucid Diagnostics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
LUCY,Innovative Eyewear Inc. Common Stock,United States,Health Care,Ophthalmic Goods
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,United States,Health Care,Ophthalmic Goods
LUD,Luda Technology Group Limited Ordinary Shares,,,
LULU,lululemon athletica inc. Common Stock,Canada,Consumer Discretionary,Apparel
LUMN,Lumen Technologies Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
LUNG,Pulmonx Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
LUNR,Intuitive Machines Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
LUXE,LuxExperience B.V. American Depositary Shares each representing one Ordinary Share,,Consumer Discretionary,Catalog/Specialty Distribution
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
LVO,LiveOne Inc. Common Stock,United States,Consumer Discretionary,Restaurants
LVRO,Lavoro Limited Class A Ordinary Shares,Brazil,Consumer Discretionary,Other Specialty Stores
LVROW,Lavoro Limited Warrant,Brazil,Consumer Discretionary,Other Specialty Stores
LVS,Las Vegas Sands Corp. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
LVTX,LAVA Therapeutics N.V. Ordinary Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
LVWR,LiveWire Group Inc. Common Stock,United States,Consumer Discretionary,Motor Vehicles
LW,Lamb Weston Holdings Inc. Common Stock ,United States,Consumer Staples,Packaged Foods
LWAY,Lifeway Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
LWLG,Lightwave Logic Inc. Common Stock,United States,Industrials,Containers/Packaging
LX,LexinFintech Holdings Ltd. American Depositary Shares,China,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,China,Real Estate,Other Consumer Services
LXEO,Lexeo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXFR,Luxfer Holdings PLC Ordinary Shares,United Kingdom,Industrials,Major Chemicals
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States,Real Estate,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,United States,,
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,LSB Industries Inc. Common Stock,United States,Industrials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,Industrials,Major Chemicals
LYEL,Lyell Immunopharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft Inc. Class A Common Stock,United States,Consumer Discretionary,Business Services
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,Finance,Commercial Banks
LYRA,Lyra Therapeutics Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
LYTS,LSI Industries Inc. Common Stock,United States,Consumer Discretionary,Building Products
LYV,Live Nation Entertainment Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com Inc. Common Stock,United States,Technology,EDP Services
LZB,La-Z-Boy Incorporated Common Stock,United States,Consumer Discretionary,Home Furnishings
LZM,Lifezone Metals Limited Ordinary Shares,Isle of Man,Basic Materials,Metal Mining
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,China,Technology,EDP Services
M,Macy's Inc Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,United States,,
MAAS,Highest Performances Holdings Inc. American Depository Shares,China,Finance,Investment Managers
MAC,Macerich Company (The) Common Stock,United States,Real Estate,Real Estate Investment Trusts
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,United States,,
MACIW,Melar Acquisition Corp. I Warrant,United States,,
MAG,MAG Silver Corporation Ordinary Shares,Canada,Basic Materials,Precious Metals
MAGN,Magnera Corporation Common Stock,United States,Basic Materials,Paper
MAIA,MAIA Biotechnology Inc. Common Stock,,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Main Street Capital Corporation Common Stock,United States,Finance,Finance/Investors Services
MAMA,Mama's Creations Inc. Common Stock,United States,Consumer Staples,Specialty Foods
MAMO,Massimo Group Common Stock,United States,Consumer Discretionary,Industrial Specialties
MAN,ManpowerGroup Common Stock,United States,Consumer Discretionary,Professional Services
MANH,Manhattan Associates Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAPS,WM Technology Inc. Class A Common Stock ,United States,Technology,Computer Software: Prepackaged Software
MAPSW,WM Technology Inc. Warrants ,United States,Technology,Computer Software: Prepackaged Software
MAR,Marriott International Class A Common Stock,United States,Consumer Discretionary,Hotels/Resorts
MARA,MARA Holdings Inc. Common Stock,United States,Technology,EDP Services
MARPS,Marine Petroleum Trust Units of Beneficial Interest,United States,Energy,Oil & Gas Production
MAS,Masco Corporation Common Stock,United States,Industrials,Industrial Specialties
MASI,Masimo Corporation Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MASK,3 E Network Technology Group Ltd Class A Ordinary Shares,China,,
MASS,908 Devices Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MAT,Mattel Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
MATH,Metalpha Technology Holding Limited Ordinary Shares,China,Finance,Finance/Investors Services
MATV,Mativ Holdings Inc. Common Stock,United States,Basic Materials,Paper
MATW,Matthews International Corporation Class A Common Stock,United States,Telecommunications,Metal Fabrications
